"transaction_id","year","month","day","customer_name","city","country","amount","payment_method","status"
"T30000078",2023,6,30,"Piotr Kaczmarek","Wrocław","PL",1290.69,"blik","pending"
"T30000079",2023,4,10,"Anna Kowalski","Warszawa","PL",5133.63,"cash","declined"
"T30000080",2024,7,31,"Adam Wojcik","Kraków","IT",4236.34,"card","approved"
"T30000081",2023,10,28,"Piotr Mazur","Kraków","PL",9005.07,"blik","approved"
"T30000082",2025,7,7,"Kasia Nowak","Poznań","FR",9449.23,"cash","pending"
"T30000083",2025,1,24,"Adam Wojcik","Kraków","ES",1282.89,"transfer","declined"
"T30000084",2025,5,10,"Ewa Mazur","Gdańsk","ES",8612.22,"cash","declined"
"T30000085",2024,9,1,"Ewa Kowalski","Gdańsk","DE",2860.14,"card","approved"
"T30000086",2023,2,16,"Maria Mazur","Poznań","DE",7938.76,"blik","declined"
"T30000087",2024,4,14,"Ewa Wisniewski","Wrocław","DE",5809.48,"card","pending"
"T30000088",2025,10,31,"Tomasz Wojcik","Poznań","DE",3119.63,"transfer","pending"
"T30000089",2023,8,3,"Kasia Mazur","Gdańsk","FR",562.99,"card","approved"
"T30000090",2023,1,5,"Tomasz Nowak","Gdańsk","DE",782.9,"blik","approved"
"T30000091",2023,2,4,"Jan Wojcik","Poznań","FR",955.23,"cash","declined"
"T30000092",2023,3,1,"Jan Kaczmarek","Warszawa","IT",153.09,"cash","approved"
"T30000093",2025,1,24,"Ewa Nowak","Warszawa","PL",380.06,"card","pending"
"T30000094",2023,4,21,"Adam Mazur","Kraków","ES",6821.06,"card","approved"
"T30000095",2023,11,18,"Piotr Kaczmarek","Kraków","DE",7211.44,"cash","approved"
"T30000096",2023,9,25,"Ewa Kaczmarek","Wrocław","ES",9400.33,"blik","pending"
"T30000097",2023,8,1,"Adam Kowalski","Warszawa","FR",164.42,"card","approved"
"T30000098",2024,1,10,"Kasia Wojcik","Warszawa","PL",2373.66,"cash","approved"
"T30000099",2023,6,16,"Jan Wojcik","Kraków","ES",6120.99,"card","approved"
"T30000100",2023,6,7,"Piotr Kaczmarek","Gdańsk","FR",6961.49,"card","pending"
"T30000101",2023,6,28,"Adam Wisniewski","Gdańsk","DE",3749.55,"card","declined"
"T30000102",2023,6,28,"Tomasz Wisniewski","Poznań","ES",6621.14,"transfer","pending"
"T30000103",2024,1,11,"Piotr Wojcik","Gdańsk","ES",4994.33,"card","declined"
"T30000104",2024,1,4,"Ewa Nowak","Gdańsk","ES",8668.72,"card","approved"
"T30000105",2024,12,12,"Adam Kowalski","Kraków","IT",338.77,"cash","approved"
"T30000106",2023,10,14,"Anna Nowak","Warszawa","FR",220.11,"card","declined"
"T30000107",2023,6,14,"Kasia Kowalski","Wrocław","PL",3909.51,"cash","approved"
"T30000108",2024,3,25,"Anna Kowalski","Kraków","IT",3787.16,"card","approved"
"T30000109",2025,9,15,"Adam Kowalski","Kraków","IT",9828.21,"cash","pending"
"T30000110",2025,7,13,"Maria Nowak","Kraków","PL",2699.41,"card","pending"
"T30000111",2023,6,1,"Piotr Mazur","Warszawa","ES",4387.76,"blik","pending"
"T30000112",2023,4,12,"Jan Kaczmarek","Wrocław","ES",2242.46,"card","approved"
"T30000113",2024,11,13,"Anna Kowalski","Gdańsk","FR",5295.41,"transfer","declined"
"T30000114",2025,1,31,"Anna Kowalski","Kraków","DE",2833.7,"card","approved"
"T30000115",2023,4,17,"Ewa Wojcik","Gdańsk","PL",9114.23,"cash","approved"
"T30000116",2025,3,9,"Maria Kaczmarek","Kraków","DE",8903.68,"cash","approved"
"T30000117",2023,10,2,"Ewa Wojcik","Warszawa","ES",3510.35,"cash","declined"
"T30000118",2023,3,26,"Jan Nowak","Kraków","IT",6561.21,"transfer","declined"
"T30000119",2024,4,3,"Adam Kowalski","Kraków","FR",4330.91,"cash","approved"
"T30000120",2023,12,11,"Kasia Kowalski","Wrocław","DE",3536.1,"card","approved"
"T30000121",2023,5,30,"Jan Mazur","Gdańsk","DE",5263.4,"transfer","declined"
"T30000122",2023,12,10,"Jan Nowak","Poznań","ES",1826.95,"transfer","approved"
"T30000123",2024,8,23,"Adam Wojcik","Poznań","PL",2108.71,"blik","approved"
"T30000124",2025,8,20,"Jan Wojcik","Gdańsk","ES",6674.99,"blik","pending"
"T30000125",2025,9,19,"Maria Wisniewski","Kraków","PL",1072.36,"cash","approved"
"T30000126",2025,2,28,"Kasia Kaczmarek","Poznań","IT",6949.96,"blik","approved"
"T30000127",2025,4,30,"Adam Mazur","Poznań","DE",2048.65,"card","pending"
"T30000128",2024,8,28,"Piotr Wisniewski","Gdańsk","FR",1481.14,"cash","declined"
"T30000129",2024,6,14,"Anna Kowalski","Poznań","IT",4530.21,"card","approved"
"T30000130",2025,3,19,"Tomasz Wisniewski","Wrocław","FR",8908.09,"card","approved"
"T30000131",2025,3,2,"Maria Kaczmarek","Kraków","IT",3469.19,"card","pending"
"T30000132",2025,2,28,"Jan Nowak","Wrocław","IT",3621.12,"card","declined"
"T30000133",2023,5,11,"Ewa Kowalski","Wrocław","PL",2100.63,"blik","approved"
"T30000134",2024,9,12,"Adam Wojcik","Kraków","PL",9684.09,"blik","approved"
"T30000135",2025,4,14,"Tomasz Mazur","Warszawa","ES",2070.53,"cash","approved"
"T30000136",2025,11,6,"Tomasz Kowalski","Wrocław","PL",3240.26,"cash","declined"
"T30000137",2024,2,29,"Ewa Wisniewski","Gdańsk","DE",328.34,"card","declined"
"T30000138",2023,4,29,"Ewa Kowalski","Gdańsk","ES",3879.18,"card","declined"
"T30000139",2023,7,5,"Ewa Wojcik","Poznań","DE",5065.63,"card","approved"
"T30000140",2025,5,28,"Piotr Nowak","Wrocław","DE",9589.09,"card","pending"
"T30000141",2024,3,30,"Maria Wisniewski","Kraków","FR",4886.29,"card","declined"
"T30000142",2025,2,18,"Anna Wisniewski","Kraków","PL",8430.49,"transfer","approved"
"T30000143",2023,4,11,"Maria Mazur","Gdańsk","DE",3167.42,"card","pending"
"T30000144",2024,10,27,"Ewa Mazur","Poznań","FR",8527.65,"cash","approved"
"T30000145",2024,5,20,"Jan Mazur","Wrocław","FR",254.92,"card","declined"
"T30000146",2023,9,22,"Adam Mazur","Kraków","IT",1451.12,"transfer","declined"
"T30000147",2023,9,23,"Tomasz Kaczmarek","Warszawa","PL",1670.05,"transfer","approved"
"T30000148",2023,4,20,"Piotr Kaczmarek","Gdańsk","FR",5116.7,"card","pending"
"T30000149",2024,1,2,"Ewa Wojcik","Wrocław","DE",6603.02,"card","approved"
"T30000150",2024,8,12,"Anna Nowak","Kraków","PL",1288.89,"blik","approved"
"T30000151",2024,4,3,"Ewa Nowak","Kraków","PL",7408.14,"transfer","approved"
"T30000152",2023,8,24,"Kasia Nowak","Wrocław","PL",9816.28,"card","approved"
"T30000153",2023,4,8,"Tomasz Wisniewski","Kraków","ES",6404.69,"transfer","approved"
"T30000154",2025,10,12,"Kasia Mazur","Kraków","FR",8818.47,"transfer","approved"
"T30000155",2025,2,16,"Piotr Kowalski","Gdańsk","DE",5341.78,"card","pending"
"T30000156",2023,9,18,"Ewa Kaczmarek","Warszawa","PL",5142.43,"transfer","declined"
"T30000157",2024,9,6,"Kasia Nowak","Poznań","FR",6805.63,"card","approved"
"T30000158",2023,4,20,"Adam Mazur","Kraków","FR",6604.87,"cash","declined"
"T30000159",2023,8,30,"Jan Wisniewski","Kraków","FR",2678.26,"card","approved"
"T30000160",2024,3,28,"Anna Wisniewski","Kraków","FR",7607.23,"card","pending"
"T30000161",2024,10,29,"Anna Wojcik","Poznań","PL",515.46,"blik","declined"
"T30000162",2024,8,19,"Ewa Mazur","Wrocław","FR",2695.51,"transfer","pending"
"T30000163",2025,3,7,"Ewa Mazur","Poznań","PL",3028.61,"blik","declined"
"T30000164",2023,6,21,"Jan Nowak","Wrocław","PL",282.36,"card","approved"
"T30000165",2023,5,7,"Tomasz Mazur","Poznań","IT",9347.87,"transfer","approved"
"T30000166",2025,9,24,"Kasia Nowak","Wrocław","IT",2144.71,"blik","declined"
"T30000167",2024,1,8,"Piotr Nowak","Warszawa","DE",7095.85,"transfer","approved"
"T30000168",2024,7,5,"Tomasz Kowalski","Warszawa","ES",630.05,"card","approved"
"T30000169",2024,9,26,"Piotr Mazur","Gdańsk","IT",7133.93,"cash","pending"
"T30000170",2024,2,2,"Ewa Wojcik","Warszawa","IT",3542.91,"transfer","approved"
"T30000171",2024,6,8,"Jan Kaczmarek","Warszawa","FR",9488.11,"blik","approved"
"T30000172",2023,11,7,"Jan Nowak","Gdańsk","IT",9258.86,"card","pending"
"T30000173",2023,10,16,"Tomasz Kowalski","Kraków","PL",6684.22,"transfer","declined"
"T30000174",2023,5,24,"Piotr Wisniewski","Gdańsk","FR",5600.77,"transfer","declined"
"T30000175",2024,6,2,"Maria Kaczmarek","Poznań","FR",1147.87,"blik","declined"
"T30000176",2025,7,6,"Jan Kaczmarek","Kraków","ES",8975.66,"card","declined"
"T30000177",2023,4,2,"Tomasz Mazur","Gdańsk","PL",9007.21,"card","approved"
"T30000178",2024,1,16,"Anna Kowalski","Gdańsk","PL",7331.03,"transfer","approved"
"T30000179",2025,2,9,"Jan Nowak","Wrocław","IT",8829.12,"card","pending"
"T30000180",2023,1,2,"Ewa Nowak","Gdańsk","FR",9622.75,"cash","approved"
"T30000181",2024,12,23,"Ewa Wisniewski","Gdańsk","ES",8957.33,"card","declined"
"T30000182",2023,2,12,"Ewa Wojcik","Kraków","ES",1170.74,"transfer","approved"
"T30000183",2024,10,21,"Tomasz Nowak","Warszawa","DE",8701.45,"card","declined"
"T30000184",2024,8,19,"Kasia Wisniewski","Poznań","DE",2043.62,"card","approved"
"T30000185",2024,9,9,"Anna Wisniewski","Poznań","DE",3862.65,"blik","declined"
"T30000186",2023,9,15,"Piotr Kowalski","Kraków","IT",1933.17,"blik","approved"
"T30000187",2023,1,10,"Ewa Nowak","Wrocław","DE",8181.78,"transfer","declined"
"T30000188",2023,11,1,"Maria Wojcik","Warszawa","FR",6467.56,"card","declined"
"T30000189",2023,8,9,"Maria Wisniewski","Poznań","PL",701.75,"blik","approved"
"T30000190",2023,8,19,"Tomasz Wojcik","Kraków","ES",625.88,"blik","pending"
"T30000191",2023,8,18,"Ewa Kowalski","Wrocław","FR",5204.45,"card","approved"
"T30000192",2024,6,18,"Maria Wisniewski","Warszawa","DE",8854.14,"cash","approved"
"T30000193",2024,11,9,"Jan Nowak","Wrocław","IT",859.46,"blik","declined"
"T30000194",2023,12,15,"Piotr Kaczmarek","Poznań","DE",1783.17,"blik","declined"
"T30000195",2024,8,17,"Anna Wisniewski","Warszawa","FR",1013.13,"card","approved"
"T30000196",2023,11,6,"Adam Wojcik","Wrocław","PL",6302.5,"transfer","pending"
"T30000197",2024,12,13,"Adam Wisniewski","Warszawa","FR",928.83,"card","approved"
"T30000198",2023,4,18,"Piotr Kaczmarek","Wrocław","IT",2584.26,"card","approved"
"T30000199",2024,11,1,"Tomasz Kowalski","Wrocław","ES",9553.4,"blik","declined"
"T30000200",2023,3,18,"Kasia Kaczmarek","Poznań","FR",7079.31,"cash","approved"
"T30000201",2025,2,22,"Kasia Kaczmarek","Warszawa","IT",3033.82,"blik","approved"
"T30000202",2025,2,22,"Kasia Wisniewski","Warszawa","IT",3485.9,"transfer","declined"
"T30000203",2024,7,22,"Anna Nowak","Warszawa","FR",8211.31,"card","pending"
"T30000204",2024,4,24,"Anna Nowak","Wrocław","ES",2497.81,"card","approved"
"T30000205",2024,11,11,"Jan Nowak","Warszawa","FR",423.87,"card","approved"
"T30000206",2024,5,17,"Ewa Wojcik","Poznań","FR",3743.73,"transfer","approved"
"T30000207",2024,6,25,"Maria Kaczmarek","Wrocław","PL",7310.47,"blik","declined"
"T30000208",2024,1,28,"Maria Kaczmarek","Wrocław","DE",1864.96,"blik","pending"
"T30000209",2024,6,24,"Anna Wisniewski","Poznań","FR",1801.79,"card","approved"
"T30000210",2025,1,27,"Jan Kowalski","Wrocław","DE",4188.78,"cash","approved"
"T30000211",2025,5,10,"Anna Wisniewski","Wrocław","FR",7705.03,"cash","pending"
"T30000212",2023,8,3,"Tomasz Mazur","Kraków","ES",5146.79,"blik","pending"
"T30000213",2024,4,20,"Adam Wojcik","Poznań","FR",8558.14,"transfer","approved"
"T30000214",2024,2,6,"Adam Nowak","Kraków","ES",5631.16,"cash","pending"
"T30000215",2024,7,3,"Adam Mazur","Warszawa","ES",5032.51,"card","approved"
"T30000216",2025,4,25,"Anna Wisniewski","Gdańsk","DE",3946.27,"transfer","approved"
"T30000217",2025,2,9,"Tomasz Nowak","Wrocław","IT",5769.75,"blik","approved"
"T30000218",2025,8,17,"Jan Mazur","Kraków","FR",9584.33,"card","approved"
"T30000219",2024,11,23,"Kasia Nowak","Warszawa","DE",759,"cash","approved"
"T30000220",2024,2,19,"Maria Nowak","Warszawa","PL",284.85,"transfer","approved"
"T30000221",2025,6,25,"Adam Wisniewski","Poznań","FR",1933.98,"card","approved"
"T30000222",2024,9,25,"Maria Kaczmarek","Kraków","FR",9805.68,"card","approved"
"T30000223",2025,5,6,"Ewa Nowak","Poznań","FR",8168.96,"card","pending"
"T30000224",2025,9,12,"Anna Kowalski","Kraków","PL",1612.03,"card","pending"
"T30000225",2023,7,4,"Tomasz Mazur","Warszawa","PL",5601.03,"card","approved"
"T30000226",2024,3,29,"Jan Kaczmarek","Gdańsk","FR",8888.45,"transfer","declined"
"T30000227",2024,3,15,"Jan Kaczmarek","Warszawa","FR",1660,"transfer","declined"
"T30000228",2023,2,12,"Piotr Nowak","Gdańsk","PL",1764.65,"blik","approved"
"T30000229",2024,12,11,"Tomasz Mazur","Gdańsk","PL",9383.95,"card","approved"
"T30000230",2023,10,30,"Jan Nowak","Kraków","FR",9830.93,"blik","pending"
"T30000231",2024,2,17,"Adam Wojcik","Wrocław","ES",9719.41,"card","approved"
"T30000232",2023,4,6,"Jan Mazur","Gdańsk","IT",6779.35,"blik","pending"
"T30000233",2024,5,30,"Jan Kowalski","Gdańsk","ES",861.42,"cash","approved"
"T30000234",2025,3,1,"Anna Mazur","Poznań","ES",4688.66,"transfer","approved"
"T30000235",2025,3,8,"Adam Wojcik","Gdańsk","PL",4802.48,"blik","pending"
"T30000236",2025,4,4,"Adam Kowalski","Warszawa","PL",9448.55,"cash","approved"
"T30000237",2023,9,11,"Maria Kaczmarek","Warszawa","FR",9267.63,"blik","approved"
"T30000238",2023,9,3,"Anna Wisniewski","Warszawa","PL",8392.02,"cash","approved"
"T30000239",2025,5,13,"Tomasz Kowalski","Wrocław","PL",5609.08,"transfer","declined"
"T30000240",2025,1,29,"Kasia Kaczmarek","Wrocław","ES",4565.06,"card","approved"
"T30000241",2023,2,9,"Piotr Wojcik","Warszawa","FR",3507.74,"card","declined"
"T30000242",2025,4,30,"Ewa Nowak","Poznań","ES",802.6,"card","pending"
"T30000243",2025,7,5,"Anna Wisniewski","Kraków","PL",1634.59,"transfer","approved"
"T30000244",2024,8,23,"Tomasz Kowalski","Gdańsk","FR",2093.13,"card","declined"
"T30000245",2024,8,7,"Piotr Nowak","Kraków","ES",647.57,"card","approved"
"T30000246",2025,9,14,"Maria Wojcik","Kraków","FR",180.11,"card","declined"
"T30000247",2024,4,11,"Ewa Nowak","Poznań","DE",2688.35,"card","pending"
"T30000248",2024,12,4,"Adam Mazur","Gdańsk","IT",2732.87,"cash","pending"
"T30000249",2025,2,6,"Tomasz Wisniewski","Poznań","FR",8095.09,"transfer","approved"
"T30000250",2025,2,27,"Piotr Kowalski","Wrocław","DE",9091.46,"cash","approved"
"T30000251",2024,8,29,"Anna Wojcik","Kraków","IT",1174.09,"transfer","approved"
"T30000252",2025,5,22,"Anna Wojcik","Gdańsk","ES",4054.57,"card","approved"
"T30000253",2023,12,26,"Tomasz Wojcik","Kraków","DE",669.61,"blik","pending"
"T30000254",2023,12,28,"Adam Nowak","Poznań","DE",7948.59,"transfer","pending"
"T30000255",2023,9,22,"Ewa Kowalski","Warszawa","DE",2654.04,"blik","approved"
"T30000256",2023,6,4,"Maria Nowak","Poznań","PL",2710.2,"cash","approved"
"T30000257",2023,7,10,"Maria Kowalski","Poznań","PL",8888.35,"card","declined"
"T30000258",2024,7,14,"Jan Mazur","Gdańsk","ES",3702.91,"transfer","pending"
"T30000259",2024,1,28,"Piotr Nowak","Kraków","ES",7351.07,"cash","pending"
"T30000260",2025,10,31,"Kasia Wisniewski","Poznań","PL",9645.93,"cash","approved"
"T30000261",2024,4,16,"Jan Mazur","Poznań","IT",3195.87,"blik","approved"
"T30000262",2023,7,15,"Ewa Mazur","Poznań","ES",3399.23,"cash","declined"
"T30000263",2023,5,4,"Adam Kowalski","Kraków","FR",1829.02,"transfer","approved"
"T30000264",2024,3,6,"Anna Nowak","Warszawa","DE",7558.27,"card","declined"
"T30000265",2024,9,28,"Jan Kaczmarek","Kraków","DE",9558.98,"card","approved"
"T30000266",2023,7,17,"Kasia Mazur","Gdańsk","ES",5257.07,"card","declined"
"T30000267",2025,8,14,"Adam Mazur","Poznań","ES",7751.63,"blik","approved"
"T30000268",2024,6,18,"Ewa Kowalski","Kraków","DE",657.85,"transfer","approved"
"T30000269",2024,11,28,"Adam Nowak","Warszawa","IT",3596.16,"blik","approved"
"T30000270",2024,9,10,"Maria Nowak","Wrocław","DE",6102.09,"card","pending"
"T30000271",2025,2,7,"Ewa Kowalski","Kraków","PL",2999.27,"card","pending"
"T30000272",2025,9,8,"Piotr Mazur","Poznań","DE",447.22,"card","approved"
"T30000273",2024,12,31,"Jan Nowak","Wrocław","DE",5001.36,"card","approved"
"T30000274",2024,4,13,"Adam Kaczmarek","Poznań","ES",7609.28,"cash","approved"
"T30000275",2023,8,7,"Jan Kowalski","Gdańsk","DE",9474.09,"cash","pending"
"T30000276",2025,10,28,"Anna Nowak","Warszawa","PL",8021.62,"transfer","declined"
"T30000277",2023,1,25,"Ewa Wisniewski","Gdańsk","DE",153.15,"transfer","declined"
"T30000278",2023,6,1,"Ewa Kowalski","Poznań","PL",8651.85,"card","approved"
"T30000279",2023,12,30,"Kasia Kowalski","Wrocław","IT",2684.3,"transfer","declined"
"T30000280",2024,2,21,"Kasia Kaczmarek","Poznań","FR",5669.5,"card","approved"
"T30000281",2023,6,12,"Maria Kowalski","Wrocław","IT",3003.26,"card","pending"
"T30000282",2024,4,15,"Maria Wisniewski","Kraków","ES",8493.81,"card","approved"
"T30000283",2025,8,17,"Maria Kowalski","Poznań","FR",2962.83,"card","approved"
"T30000284",2024,7,17,"Kasia Wojcik","Warszawa","FR",644.94,"transfer","declined"
"T30000285",2024,1,26,"Jan Nowak","Wrocław","PL",4083.07,"transfer","approved"
"T30000286",2025,5,12,"Anna Wojcik","Warszawa","DE",2391.55,"cash","declined"
"T30000287",2025,5,9,"Jan Nowak","Wrocław","DE",8174.14,"cash","pending"
"T30000288",2023,8,28,"Jan Wojcik","Kraków","FR",5651.31,"transfer","declined"
"T30000289",2024,6,26,"Anna Nowak","Kraków","IT",9805.66,"cash","declined"
"T30000290",2024,7,26,"Anna Kaczmarek","Gdańsk","FR",7870.67,"blik","approved"
"T30000291",2023,12,9,"Jan Mazur","Poznań","IT",1951.78,"card","approved"
"T30000292",2023,12,4,"Tomasz Kowalski","Warszawa","IT",1387.19,"card","approved"
"T30000293",2023,9,16,"Maria Kowalski","Gdańsk","DE",6758.01,"card","approved"
"T30000294",2023,11,2,"Maria Wisniewski","Kraków","FR",6165.92,"card","approved"
"T30000295",2025,6,26,"Adam Kaczmarek","Kraków","DE",8049.9,"card","approved"
"T30000296",2023,12,6,"Piotr Wojcik","Poznań","PL",9832.12,"transfer","approved"
"T30000297",2024,9,6,"Anna Mazur","Kraków","FR",8153.42,"transfer","pending"
"T30000298",2025,3,19,"Adam Wisniewski","Gdańsk","PL",5698.57,"card","approved"
"T30000299",2025,3,12,"Jan Wojcik","Kraków","DE",2601.7,"card","pending"
"T30000300",2023,5,4,"Tomasz Kowalski","Kraków","DE",2573.54,"card","declined"
"T30000301",2023,10,6,"Ewa Nowak","Kraków","FR",7053.42,"cash","approved"
"T30000302",2024,8,17,"Anna Wisniewski","Warszawa","IT",9906.87,"blik","approved"
"T30000303",2025,5,6,"Adam Kaczmarek","Wrocław","FR",4517.6,"card","declined"
"T30000304",2024,7,25,"Ewa Wojcik","Kraków","DE",9626.78,"card","approved"
"T30000305",2024,12,8,"Anna Wisniewski","Warszawa","ES",8500.32,"cash","pending"
"T30000306",2023,5,31,"Anna Mazur","Poznań","FR",8306.89,"cash","approved"
"T30000307",2025,7,8,"Anna Nowak","Gdańsk","PL",1519.67,"cash","approved"
"T30000308",2024,10,10,"Ewa Kaczmarek","Poznań","FR",9598.1,"card","declined"
"T30000309",2024,12,17,"Maria Mazur","Warszawa","PL",5713.48,"card","declined"
"T30000310",2024,5,5,"Tomasz Wojcik","Wrocław","ES",1213.84,"card","approved"
"T30000311",2023,3,18,"Piotr Wisniewski","Kraków","PL",443.81,"card","approved"
"T30000312",2023,11,13,"Ewa Kowalski","Poznań","FR",8807.27,"transfer","declined"
"T30000313",2025,4,3,"Jan Wisniewski","Kraków","IT",105.21,"card","pending"
"T30000314",2024,6,24,"Ewa Kaczmarek","Kraków","DE",9254.07,"blik","declined"
"T30000315",2024,6,4,"Maria Mazur","Wrocław","PL",6510.1,"card","declined"
"T30000316",2025,5,30,"Maria Kowalski","Gdańsk","IT",1891.37,"transfer","declined"
"T30000317",2024,6,3,"Maria Kaczmarek","Gdańsk","ES",363.33,"cash","approved"
